pID	At_gID	Si_gID	Sp_gID	Es_gID	At	Si	Sp	Es
P000163	AT1G03040.3	Si_s2380_00200.m	NA	NA	0.355438871081468	0.259926221063875	NA	NA
P000167	AT1G03070.1	Si_s2380_00160.m	NA	NA	2.01221324559628	0.0627707273079156	NA	NA
P000168	AT1G03080.1	Si_s2380_00150.m	NA	NA	0.474445538817353	0.050465026479417	NA	NA
P000172	AT1G03120.1	Si_s2380_00110.m	NA	NA	2.73397359929518	0.613946707320442	NA	NA
P000173	AT1G03130.1	Si_s2380_00100.a	NA	NA	1.78540478490641	0.300583733939264	NA	NA
P000180	AT1G03210.2	Si_s2411_00020.a	NA	NA	-1.01556722496493	-0.383444481553558	NA	NA
P000181	AT1G03220.1	Si_s2380_00020.a	NA	NA	0.382492928169447	0.812009355382769	NA	NA
P000182	AT1G03250.2	Si_s2411_00030.m	NA	NA	0.27820740967661	-0.0259429708114653	NA	NA
P000186	AT1G03290.1	Si_s2411_00070.a	NA	NA	0.472545174052441	0.0530149585495864	NA	NA
P000187	AT1G03310.1	Si_s2411_00090.a	NA	NA	0.792163558284396	0.245115525356066	NA	NA
P000191	AT1G03350.1	Si_s2411_00130.a	NA	NA	0.183943823698278	0.1478657317809	NA	NA
P000200	AT1G03457.2	Si_s2411_00200.m	NA	NA	-0.714395732859289	-0.180803118741688	NA	NA
P000204	AT1G03520.1	Si_s2411_00250.m	NA	NA	0.901454521837364	0.138249138317831	NA	NA
P000210	AT1G03610.1	Si_s2411_00320.a	NA	NA	0.341999390894163	0.465345524869063	NA	NA
P000217	AT1G03700.1	Si_s2411_00400.m	NA	NA	-1.43775493976736	-2.60873797313097	NA	NA
P000226	AT1G03820.1	Si_s2054_00840.a	NA	NA	-2.86061063126093	-0.0612188821294976	NA	NA
P000228	AT1G03840.1	Si_s2249_00030.m	NA	NA	-0.811291943131269	-0.897365930969071	NA	NA
P000229	AT1G03850.1	Si_s2054_00810.a	NA	NA	-1.80240451338524	-0.877397676987779	NA	NA
P000239	AT1G03950.1	Si_s2249_00150.a	NA	NA	-0.072149360822329	-0.171368151297835	NA	NA
P000242	AT1G03990.1	Si_s2249_00180.m	NA	NA	-0.703226362022306	-0.102584560774315	NA	NA
P000246	AT1G04040.1	Si_s2249_00220.m	NA	NA	-0.96070535959568	-0.66964970482887	NA	NA
P000252	AT1G04120.1	Si_s2249_00290.m	NA	NA	0.862038032862059	0.371421849601056	NA	NA
P000256	AT1G04180.1	Si_s2249_00340.m	NA	NA	-0.452755766750152	0.971787606417344	NA	NA
P000258	AT1G04200.1	Si_s2249_00360.m	NA	NA	-0.162798061551567	-0.140266494780925	NA	NA
P000260	AT1G04240.2	Si_s2249_00400.m	NA	NA	-1.40322389495422	0.547594852538716	NA	NA
P000261	AT1G04250.1	Si_s2249_00410.m	NA	NA	-0.727812317588222	-0.509788026636804	NA	NA
P000264	AT1G04280.1	Si_s2249_00440.m	NA	NA	-1.15012450599676	-0.28960673093033	NA	NA
P000267	AT1G04310.1	Si_s2249_00470.a	NA	NA	1.18211538682781	1.43074930446511	NA	NA
P000284	AT1G04530.1	Si_s1463_00490.m	NA	NA	-0.398036730954597	-0.514248712809884	NA	NA
P000286	AT1G04550.2	Si_s1463_00470.m	NA	NA	-0.12128297581729	0.908244063040862	NA	NA
P000288	AT1G04560.1	Si_s1463_00450.m	NA	NA	5.68378615838146	0.955645214653382	NA	NA
P000289	AT1G04570.1	Si_s1463_00440.m	NA	NA	1.80064902653721	-0.0549712272388046	NA	NA
P000293	AT1G04610.1	Si_s1463_00400.m	NA	NA	-0.624611678151481	-0.128660440178741	NA	NA
P000294	AT1G04620.1	Si_s1463_00390.m	NA	NA	0.919017094996901	0.6602097390929	NA	NA
P000300	AT1G04690.1	Si_s1463_00310.m	NA	NA	0.222230027448579	0.369018325173138	NA	NA
P000302	AT1G04710.1	Si_s1463_00280.m	NA	NA	0.371410275803358	-0.163464614251124	NA	NA
P000306	AT1G04770.1	Si_s1463_00240.m	NA	NA	-0.0909164346598978	0.444955309722748	NA	NA
P000309	AT1G04820.1	Si_c216977_00010.m	NA	NA	-0.00161286028909207	0.325739268917129	NA	NA
P000317	AT1G04900.1	Si_s1463_00150.m	NA	NA	-0.0278255798865226	0.0429014590184326	NA	NA
P000325	AT1G04970.1	Si_s1463_00060.m	NA	NA	0.202165416348064	-0.345970675958243	NA	NA
P000328	AT1G04990.1	Si_s1463_00030.m	NA	NA	0.556201558851015	0.661747596626267	NA	NA
P000329	AT1G05000.2	Si_s1463_00020.m	NA	NA	-1.13799553713059	-1.5641958461243	NA	NA
P000334	AT1G05060.1	Si_s2105_00050.m	NA	NA	-0.259992223309644	-1.39833258092429	NA	NA
P000337	AT1G05100.1	Si_c206031_00010.a	NA	NA	2.59709440445148	3.55343039881971	NA	NA
P000342	AT1G05170.2	Si_s2746_00060.m	NA	NA	0.381574292327394	-0.213264522268666	NA	NA
P000344	AT1G05190.1	Si_s2746_00080.m	NA	NA	-0.639535283194769	-0.289010713338748	NA	NA
P000345	AT1G05200.1	Si_s2746_00090.m	NA	NA	-1.54219852558344	0.974275943764803	NA	NA
P000347	AT1G05210.1	Si_s2746_00110.m	NA	NA	-0.288059411130283	-0.194275615997618	NA	NA
P000351	AT1G05280.1	Si_s2746_00170.m	NA	NA	0.742068012560515	-0.317670510414444	NA	NA
P000353	AT1G05300.1	Si_s2746_00190.m	NA	NA	-2.02849827813155	0.571531315676087	NA	NA
P000354	AT1G05310.1	Si_s2746_00210.m	NA	NA	0.933620802105992	0.309689460687113	NA	NA
P000357	AT1G05340.1	Si_s2746_00240.m	NA	NA	1.62166345110114	0.260921313474401	NA	NA
P000358	AT1G05350.1	Si_s2746_00250.m	NA	NA	-0.0648793547727204	-0.00787489880235497	NA	NA
P000362	AT1G05385.1	Si_s2746_00290.m	NA	NA	-0.881771768062834	-0.855992487222044	NA	NA
P000363	AT1G05410.1	Si_s2746_00310.m	NA	NA	-0.326938186676128	0.00255701741846992	NA	NA
P000367	AT1G05450.2	Si_s2746_00350.a	NA	NA	-2.68771463693985	4.05022941583037	NA	NA
P000368	AT1G05460.1	Si_s2746_00360.m	NA	NA	-0.199360960598812	0.312665124301148	NA	NA
P000369	AT1G05470.1	Si_s2746_00370.m	NA	NA	-1.12663612605443	0.630730813393227	NA	NA
P000371	AT1G05500.1	Si_s2746_00390.m	NA	NA	-0.0460910737914966	-0.0305468249650891	NA	NA
P000374	AT1G05530.1	Si_s227_00060.a	NA	NA	-0.0146677358220385	-3.85470499444122	NA	NA
P000377	AT1G05560.2	Si_s2746_00450.a	NA	NA	0.957237230871695	2.53488770919427	NA	NA
P000378	AT1G05570.1	Si_s2746_00460.m	NA	NA	-2.39700188089195	-0.789544647233659	NA	NA
P000381	AT1G05590.1	Si_s2746_00490.m	NA	NA	-0.312597104762987	0.675395826066694	NA	NA
P000389	AT1G05680.1	Si_s2746_00620.m	NA	NA	1.83726395256819	0.0785736975940328	NA	NA
P000398	AT1G05805.1	Si_s2746_00720.m	NA	NA	-0.971891502314664	-0.61849888457337	NA	NA
P000399	AT1G05810.2	Si_s1313_00140.a	NA	NA	-1.41367227077731	-0.161084207864731	NA	NA
P000403	AT1G05850.1	Si_s2746_00770.m	NA	NA	-0.53720583392275	-0.0850819319572156	NA	NA
P000418	AT1G06040.1	Si_s2746_00920.m	NA	NA	-0.654305244233994	0.191691563949196	NA	NA
P000423	AT1G06090.1	Si_s2746_00970.m	NA	NA	0.951499828608445	-0.418834693040178	NA	NA
P000424	AT1G06110.1	Si_s2746_00980.m	NA	NA	-0.122953725417074	-0.0797713855151022	NA	NA
P000431	AT1G06210.1	Si_s2746_01080.a	NA	NA	0.39683727427742	-0.0460619667139657	NA	NA
P000439	AT1G06290.1	Si_s2746_01160.m	NA	NA	0.116987712701263	-0.428002515175444	NA	NA
P000451	AT1G06460.1	Si_s2746_01300.m	NA	NA	1.95937414178836	0.387845279077075	NA	NA
P000458	AT1G06540.1	Si_s2746_01370.m	NA	NA	4.64437387741409	-0.938005445108156	NA	NA
P000461	AT1G06570.1	Si_s2746_01400.m	NA	NA	2.03556708332412	0.591130563041142	NA	NA
P000464	AT1G06640.1	Si_s2746_01440.m	NA	NA	-0.579264095730935	-0.394355979586528	NA	NA
P000477	AT1G06780.2	Si_s2746_01570.m	NA	NA	0.379181264445278	0.0402369380516091	NA	NA
P000479	AT1G06800.1	Si_s2746_01600.m	NA	NA	0.0240341769260488	0.225222886767861	NA	NA
P000482	AT1G06850.1	Si_s2746_01640.m	NA	NA	-0.245836808829725	-0.639599563049333	NA	NA
P000483	AT1G06870.1	Si_s2746_01650.m	NA	NA	-0.0628369762868428	-0.452527392956724	NA	NA
P000493	AT1G07000.1	Si_s2746_01770.m	NA	NA	-1.13615670293849	-0.732502295067431	NA	NA
P000497	AT1G07040.1	Si_s2746_01810.m	NA	NA	1.04287871343992	0.523469004716428	NA	NA
P000501	AT1G07080.1	Si_s2746_01850.m	NA	NA	0.652309525469694	0.386395243932222	NA	NA
P000502	AT1G07090.1	Si_s2746_01860.a	NA	NA	-1.10206902911117	-0.689947394152216	NA	NA
P000513	AT1G07200.2	Si_s2746_01970.a	NA	NA	-0.191124067155948	-0.11336231041249	NA	NA
P000517	AT1G07240.1	Si_s2746_02010.a	NA	NA	-0.260182013449572	-0.637198717972989	NA	NA
P000518	AT1G07250.1	Si_s2746_02020.a	NA	NA	0.618782515545891	0.639969322999078	NA	NA
P000519	AT1G07260.1	Si_s2746_02030.a	NA	NA	0.579011249674947	-0.904350822540285	NA	NA
P000522	AT1G07300.3	Si_s2746_02070.a	NA	NA	-0.677794917455161	-0.324069485777545	NA	NA
P000524	AT1G07320.1	Si_s2746_02090.a	NA	NA	-0.727859087718152	-0.0897646137399448	NA	NA
P000526	AT1G07350.1	Si_s2746_02110.m	NA	NA	-0.177365445528341	-0.287294832455518	NA	NA
P000530	AT1G07430.1	Si_s2746_02150.m	NA	NA	9.72274215537723	3.82383367505853	NA	NA
P000531	AT1G07440.1	Si_s2746_02160.m	NA	NA	4.13414632946022	0.837520024529243	NA	NA
P000540	AT1G07590.1	Si_s2336_00130.m	NA	NA	-0.684806214017139	0.0354097290209017	NA	NA
P000542	AT1G07620.2	Si_s2336_00150.m	NA	NA	-3.46277694420125	-0.379551864705414	NA	NA
P000544	AT1G07640.3	Si_s2336_00170.a	NA	NA	0.913729137211886	0.296857971951365	NA	NA
P000551	AT1G07710.1	Si_s2969_00040.m	NA	NA	-1.26313753977883	0.188469915435397	NA	NA
P000560	AT1G07810.1	Si_s2969_00140.m	NA	NA	0.308825056270073	-0.0681479323510847	NA	NA
P000561	AT1G07830.1	Si_s1845_00160.m	NA	NA	-0.142479043666487	-0.0827297794558339	NA	NA
P000564	AT1G07870.2	Si_s1845_00120.m	NA	NA	0.757136254265332	0.0401969081540562	NA	NA
P000567	AT1G07910.2	Si_s136_00010.m	NA	NA	0.191365329111392	-0.379662256176436	NA	NA
P000573	AT1G07985.1	Si_s1845_00030.a	NA	NA	4.13043895606818	0.735196154616066	NA	NA
P000574	AT1G07990.1	Si_s1845_00020.m	NA	NA	0.27817308066219	-0.0912263181232836	NA	NA
P000580	AT1G08090.1	Si_s1384_00020.m	NA	NA	3.99588876395304	-0.84972060435978	NA	NA
P000584	AT1G08130.1	Si_s1384_00050.m	NA	NA	0.426364034823816	-0.0476247718225997	NA	NA
P000590	AT1G08190.1	Si_s1384_00110.m	NA	NA	0.532093703240107	0.374653267060539	NA	NA
P000591	AT1G08200.1	Si_s1384_00120.m	NA	NA	0.300564614725492	0.11060227303437	NA	NA
P000593	AT1G08220.1	Si_s1384_00140.a	NA	NA	0.00523058790693968	0.968105520553812	NA	NA
P000600	AT1G08320.1	Si_s1384_00240.m	NA	NA	-0.555412083239135	-1.81470867451868	NA	NA
P000601	AT1G08340.1	Si_s1384_00250.m	NA	NA	0.760885727228231	0.771563059122296	NA	NA
P000604	AT1G08380.1	Si_s1384_00280.m	NA	NA	1.6091129422896	0.325390476695629	NA	NA
P000609	AT1G08440.1	Si_s1384_00330.m	NA	NA	7.80314745923384	0.334077787951512	NA	NA
P000610	AT1G08450.1	Si_s1384_00340.m	NA	NA	-0.022521776699071	-0.472393961531457	NA	NA
P000613	AT1G08470.1	Si_s1384_00370.m	NA	NA	-0.245846066805458	0.0449216791641727	NA	NA
P000616	AT1G08500.1	Si_s1384_00410.m	NA	NA	1.15955147192021	1.73801646015515	NA	NA
P000617	AT1G08510.1	Si_s1384_00420.m	NA	NA	0.356598103323992	0.962450354132575	NA	NA
P000618	AT1G08520.1	Si_s1384_00430.m	NA	NA	-0.00327009451145039	0.191119189722102	NA	NA
P000620	AT1G08540.1	Si_s1384_00450.m	NA	NA	0.0454862907799798	-0.085941540008301	NA	NA
P000625	AT1G08590.1	Si_s1384_00500.a	NA	NA	-0.420831204614704	0.390028662747267	NA	NA
P000629	AT1G08630.1	Si_s1384_00540.m	NA	NA	3.40971564433217	1.62763867944852	NA	NA
P000630	AT1G08640.1	Si_s1384_00550.m	NA	NA	0.404013164597771	-0.0654837453778516	NA	NA
P000631	AT1G08650.1	Si_s1384_00560.m	NA	NA	0.472206741089326	-0.870543916590376	NA	NA
P000633	AT1G08670.1	Si_s1384_00610.m	NA	NA	-0.640757954646594	-0.914016649270075	NA	NA
P000634	AT1G08680.4	Si_s1384_00620.a	NA	NA	0.399485922756828	-0.0675249645815395	NA	NA
P000652	AT1G08920.2	Si_s1384_00820.m	NA	NA	1.82498454244597	0.165954017521635	NA	NA
P000655	AT1G08970.1	Si_s1384_00860.a	NA	NA	0.691003352250428	1.00880788723753	NA	NA
P000658	AT1G08990.1	Si_s1384_00890.m	NA	NA	0.555265697177495	-2.00760047506421	NA	NA
P000665	AT1G09070.1	Si_s1384_00980.m	NA	NA	0.394790788714794	-0.353953102078983	NA	NA
P000666	AT1G09080.1	Si_s1384_00990.m	NA	NA	0.255662309690246	4.13483933068658	NA	NA
P000667	AT1G09090.2	Si_s1384_01000.s	NA	NA	-2.15310321169176	-1.34964302918857	NA	NA
P000668	AT1G09130.3	Si_s1384_01010.m	NA	NA	0.380416987505323	0.0507184494602113	NA	NA
P000669	AT1G09140.1	Si_s1384_01020.m	NA	NA	0.386724276073395	0.23898900658361	NA	NA
P000671	AT1G09155.1	Si_s1384_01040.m	NA	NA	0.774234784148486	-0.160987055139819	NA	NA
P000673	AT1G09195.10	Si_s1384_01070.m	NA	NA	-0.31403314540492	-0.104571508800548	NA	NA
P000679	AT1G09250.1	Si_s1384_01150.a	NA	NA	-0.4280781427403	-0.743191171233665	NA	NA
P000684	AT1G09300.1	Si_s1384_01200.m	NA	NA	-0.040025112620558	0.186756595848071	NA	NA
P000693	AT1G09400.1	Si_s1384_01290.a	NA	NA	-0.700322964670962	-0.277736399909757	NA	NA
P000694	AT1G09420.2	Si_s1384_01300.m	NA	NA	0.0794405690232397	0.895495071503605	NA	NA
P000697	AT1G09460.1	Si_s1384_01340.m	NA	NA	-0.902091987441618	-0.365776526600604	NA	NA
P000699	AT1G09490.1	Si_s1384_01360.m	NA	NA	0.762965235460632	0.91957369531266	NA	NA
P000700	AT1G09520.1	Si_s1384_01380.a	NA	NA	0.374367342263097	-0.40386742914343	NA	NA
P000701	AT1G09530.1	Si_s1384_01390.a	NA	NA	2.96887889001028	1.52496409584934	NA	NA
P000708	AT1G09600.1	Si_s1384_01470.m	NA	NA	-0.112300113798759	0.837626906302018	NA	NA
P000721	AT1G09740.1	Si_s1384_01640.m	NA	NA	-0.104602145424662	-0.640298754102111	NA	NA
P000722	AT1G09750.1	Si_s1384_01650.a	NA	NA	-2.7616432170652	-2.2279392978943	NA	NA
P000725	AT1G09780.1	Si_s1384_01680.m	NA	NA	-0.0195775122713257	-0.775464269675519	NA	NA
P000728	AT1G09795.1	Si_s1384_01710.m	NA	NA	1.17470382028112	0.189301173954034	NA	NA
P000737	AT1G09870.1	Si_s1384_01810.m	NA	NA	0.39423709778313	0.346674709275758	NA	NA
P000739	AT1G09890.3	Si_s1384_01830.m	NA	NA	1.97705510650399	-0.0053514301462036	NA	NA
P000747	AT1G09950.1	Si_s1384_01920.s	NA	NA	1.25422573174588	-0.187793877117348	NA	NA
P000748	AT1G09960.1	Si_s1384_01930.m	NA	NA	0.802525573915928	0.358885674950403	NA	NA
P000749	AT1G09980.1	Si_s1384_01950.m	NA	NA	0.229141062592503	0.171149337979131	NA	NA
P000757	AT1G10070.1	Si_s1384_02040.m	NA	NA	2.4123764476822	4.63636753520933	NA	NA
P000758	AT1G10090.1	Si_s1384_02050.m	NA	NA	0.0273935910292379	0.137564403434958	NA	NA
P000760	AT1G10120.1	Si_s1384_02060.m	NA	NA	0.127103823663877	0.866118510059226	NA	NA
P000762	AT1G10140.1	Si_s1384_02080.a	NA	NA	0.771141836828875	0.237759015581103	NA	NA
P000768	AT1G10200.1	Si_s1384_02130.m	NA	NA	0.405751073093631	0.603521376986115	NA	NA
P000769	AT1G10220.2	Si_s1384_02150.a	NA	NA	0.606051008130528	-2.25887284081115	NA	NA
P000773	AT1G10280.1	Si_s1384_02190.m	NA	NA	0.826225518025211	0.848467565911769	NA	NA
P000777	AT1G10340.1	Si_s2426_02360.a	NA	NA	-5.14717622011541	0.229349974883524	NA	NA
P000779	AT1G10360.1	Si_s1384_02260.m	NA	NA	2.69440298714741	0.463425747408219	NA	NA
P000781	AT1G10380.1	Si_s1384_02280.m	NA	NA	-0.130779728621964	0.894809998253976	NA	NA
P000782	AT1G10385.1	Si_s1384_02290.m	NA	NA	-0.619299907998458	-0.16118105373648	NA	NA
P000784	AT1G10400.1	Si_s1384_02320.a	NA	NA	-3.28495289353247	-0.859698507550887	NA	NA
P000785	AT1G10410.1	Si_s1384_02330.m	NA	NA	0.608636814239304	0.0363917118116287	NA	NA
P000790	AT1G10480.1	Si_s1384_02410.a	NA	NA	2.02472926461156	0.544444093493512	NA	NA
P000796	AT1G10530.1	Si_s1384_02470.s	NA	NA	0.273092901624519	0.905435461506558	NA	NA
P000811	AT1G10690.1	Si_s1384_02670.a	NA	NA	-0.28320876191094	0.0605232548766461	NA	NA
P000819	AT1G10760.1	Si_s1384_02740.m	NA	NA	0.776022438932737	0.736962224740888	NA	NA
P000823	AT1G10800.2	Si_s1384_02780.a	NA	NA	1.15753907005374	0.481105127304921	NA	NA
P000827	AT1G10850.1	Si_s1384_02840.m	NA	NA	0.00359901658475415	-0.0868280123117835	NA	NA
P000833	AT1G10900.1	Si_s1384_02900.m	NA	NA	-0.137363424321956	0.191755476263956	NA	NA
P000839	AT1G10970.1	Si_s1384_02980.m	NA	NA	-0.628283158868127	0.0232638959680293	NA	NA
P000848	AT1G11125.1	Si_s1384_03080.a	NA	NA	0.0566288978488474	0.276536221660564	NA	NA
P000849	AT1G11130.1	Si_s1384_03090.a	NA	NA	1.53886063226729	0.108456337859217	NA	NA
P000850	AT1G11160.1	Si_s1384_03100.a	NA	NA	-0.63390648028875	-1.42346825665477	NA	NA
P000854	AT1G11210.1	Si_s1384_03160.m	NA	NA	1.36194353136676	-0.891427960253421	NA	NA
P000858	AT1G11260.1	Si_s1384_03220.m	NA	NA	-1.71975483300679	-0.109226718058115	NA	NA
P000861	AT1G11310.1	Si_s1384_03260.m	NA	NA	-0.0401426666397791	-1.11512580783887	NA	NA
P000864	AT1G11360.1	Si_s1384_03320.a	NA	NA	-0.136418623350951	0.0189133425996406	NA	NA
P000868	AT1G11420.1	Si_s1312_00080.m	NA	NA	-0.420892695033843	0.418664714289332	NA	NA
P000869	AT1G11440.1	Si_s1384_03390.a	NA	NA	-0.619117688667673	1.15793155722895	NA	NA
P000875	AT1G11530.1	Si_s1384_03460.m	NA	NA	-0.120861386650744	-0.25960483670104	NA	NA
P000877	AT1G11545.1	Si_s1384_03480.m	NA	NA	-0.735958041733975	-0.455650473567877	NA	NA
P000881	AT1G11600.1	Si_s1384_03550.a	NA	NA	1.38983469541245	2.56597453255409	NA	NA
P000889	AT1G11700.1	Si_s1384_03640.a	NA	NA	1.2851897777264	0.813431002604826	NA	NA
P000891	AT1G11720.2	Si_s1384_03660.m	NA	NA	0.462796664462328	0.687199023405173	NA	NA
P000900	AT1G11800.1	Si_s1384_03780.m	NA	NA	0.0636514450507678	0.221049664631544	NA	NA
P000901	AT1G11820.2	Si_s1384_03790.m	NA	NA	-0.35926939320981	0.0984988195899354	NA	NA
P000902	AT1G11840.6	Si_s1384_03800.a	NA	NA	1.03359071949383	0.28100917812678	NA	NA
P000907	AT1G11890.1	Si_c226821_00040.m	NA	NA	0.263344713677455	0.0422516942194259	NA	NA
P000910	AT1G11910.2	Si_s249_01920.m	NA	NA	0.297203206272023	-0.184362259563746	NA	NA
P000914	AT1G11940.1	Si_s249_01870.m	NA	NA	0.490071488586878	0.123346864578404	NA	NA
P000916	AT1G11960.1	Si_s249_01840.m	NA	NA	0.852494364653949	0.275025395476928	NA	NA
P000920	AT1G12010.1	Si_s249_01800.m	NA	NA	-3.95644816492619	-0.970493942086134	NA	NA
P000921	AT1G12020.1	Si_s249_01780.a	NA	NA	-0.727482992555715	0.875575639057941	NA	NA
P000924	AT1G12050.1	Si_s249_01750.m	NA	NA	0.803097684607081	0.40327425462256	NA	NA
P000927	AT1G12090.1	Si_s249_01720.a	NA	NA	-0.0392886700139206	0.625941497580274	NA	NA
P000928	AT1G12120.1	Si_s249_01700.m	NA	NA	-0.313779377037786	0.358694991299659	NA	NA
P000932	AT1G12230.2	Si_s249_01650.m	NA	NA	-0.3214850419263	-0.306659818041428	NA	NA
P000933	AT1G12240.1	Si_s249_01640.m	NA	NA	0.113818736733942	0.146811775637132	NA	NA
P000935	AT1G12250.1	Si_s249_01620.m	NA	NA	-0.359154964468781	-0.512698011971935	NA	NA
P000936	AT1G12260.1	Si_s249_01610.a	NA	NA	1.03773301068789	0.202732054552003	NA	NA
P000938	AT1G12290.1	Si_s249_01580.a	NA	NA	-0.505757135332109	0.0433474162436862	NA	NA
P000944	AT1G12380.1	Si_s249_01500.a	NA	NA	0.226239667737047	0.943633769139075	NA	NA
P000948	AT1G12420.1	Si_s249_01450.m	NA	NA	0.822735328550039	0.763254512194829	NA	NA
P000950	AT1G12440.1	Si_s249_01430.a	NA	NA	-0.425354385010249	0.0844965687762602	NA	NA
P000951	AT1G12450.1	Si_s249_01420.m	NA	NA	0.570233670286954	0.446373810420765	NA	NA
P000952	AT1G12460.1	Si_s249_01410.a	NA	NA	-0.517722701707147	-0.0784168136972501	NA	NA
P000957	AT1G12530.1	Si_s249_01360.m	NA	NA	-0.302850207870379	-0.0253955024149123	NA	NA
P000961	AT1G12600.1	Si_s249_01280.m	NA	NA	0.503158954030686	-0.12066613888877	NA	NA
P000964	AT1G12640.1	Si_s249_01250.m	NA	NA	0.307715059027194	-0.260400647387947	NA	NA
P000970	AT1G12710.2	Si_s249_01180.m	NA	NA	-0.347334936902642	-0.685421417168198	NA	NA
P000982	AT1G12845.1	Si_s249_00990.a	NA	NA	1.45078375031523	0.494873357586209	NA	NA
P000986	AT1G12890.1	Si_s249_00950.a	NA	NA	3.74996664603964	0.877679056426277	NA	NA
