pID	At_gID	Si_gID	Sp_gID	Es_gID	At	Si	Sp	Es
P000171	AT1G03110.1	Si_s2380_00120.m	NA	NA	-0.441178841263147	-0.630007871213405	NA	NA
P000180	AT1G03210.2	Si_s2411_00020.a	NA	NA	-0.512783928734436	0.0284252015994211	NA	NA
P000181	AT1G03220.1	Si_s2380_00020.a	NA	NA	-0.332195553496147	0.093819056456631	NA	NA
P000186	AT1G03290.1	Si_s2411_00070.a	NA	NA	0.472939372750391	0.124478248699477	NA	NA
P000187	AT1G03310.1	Si_s2411_00090.a	NA	NA	0.704317094909365	0.338492045712663	NA	NA
P000192	AT1G03360.1	Si_s2411_00140.m	NA	NA	-0.326608960617406	-0.209270601405774	NA	NA
P000194	AT1G03370.1	Si_s2592_00070.m	NA	NA	-0.272700049374208	-0.168731186841411	NA	NA
P000195	AT1G03380.1	Si_s2411_00160.m	NA	NA	0.349963488935094	0.351605869307095	NA	NA
P000198	AT1G03440.1	Si_s2411_00190.a	NA	NA	-0.174998678933202	-0.506344785826668	NA	NA
P000200	AT1G03457.2	Si_s2411_00200.m	NA	NA	-0.973015874022676	-0.405612268276584	NA	NA
P000202	AT1G03475.1	Si_s2411_00220.m	NA	NA	-0.325092995758289	-0.253261346229138	NA	NA
P000205	AT1G03530.1	Si_s2411_00260.m	NA	NA	-0.0841558896325621	0.0715070005627161	NA	NA
P000210	AT1G03610.1	Si_s2411_00320.a	NA	NA	0.50982093504752	-0.603255536066833	NA	NA
P000224	AT1G03780.3	Si_s2411_00470.m	NA	NA	-0.329211179063011	-0.523075631085892	NA	NA
P000230	AT1G03860.1	Si_s2249_00050.m	NA	NA	-0.366212527209902	-0.0289323263450035	NA	NA
P000235	AT1G03905.1	Si_s2249_00110.m	NA	NA	0.227141262371975	-0.577904962361683	NA	NA
P000239	AT1G03950.1	Si_s2249_00150.a	NA	NA	0.288455450909023	0.422235879642081	NA	NA
P000246	AT1G04040.1	Si_s2249_00220.m	NA	NA	-1.79009740782035	-0.722823921698388	NA	NA
P000251	AT1G04100.1	Si_s2249_00270.m	NA	NA	-0.284350058603718	0.596931634934164	NA	NA
P000254	AT1G04140.2	Si_s2249_00310.m	NA	NA	0.206604630480685	0.00184883848272337	NA	NA
P000255	AT1G04170.1	Si_s2249_00330.m	NA	NA	-0.323151492915942	-0.421082710236205	NA	NA
P000256	AT1G04180.1	Si_s2249_00340.m	NA	NA	3.84711040524564	-0.969301081121983	NA	NA
P000257	AT1G04190.1	Si_s2249_00350.m	NA	NA	-0.218276073511868	-0.0942211803130582	NA	NA
P000260	AT1G04240.2	Si_s2249_00400.m	NA	NA	-0.27931825514873	0.713729427019619	NA	NA
P000261	AT1G04250.1	Si_s2249_00410.m	NA	NA	-0.349625550416956	-0.0466242056300552	NA	NA
P000263	AT1G04270.1	Si_s2249_00430.m	NA	NA	-0.546950151740238	-0.570465394060036	NA	NA
P000264	AT1G04280.1	Si_s2249_00440.m	NA	NA	-0.394945651577622	-0.69627664867219	NA	NA
P000267	AT1G04310.1	Si_s2249_00470.a	NA	NA	0.340106495753083	0.395139034737252	NA	NA
P000268	AT1G04340.1	Si_s2249_00480.m	NA	NA	-0.467015123009714	-0.256371982080137	NA	NA
P000269	AT1G04350.1	Si_s2249_00490.s	NA	NA	0.443646769930025	0.506176865968934	NA	NA
P000275	AT1G04420.1	Si_c230305_00070.m	NA	NA	-0.440936358325555	-0.609847028657633	NA	NA
P000279	AT1G04480.1	Si_s1670_01060.m	NA	NA	-0.796039892096138	-0.65366918543296	NA	NA
P000282	AT1G04510.1	Si_s1463_00510.a	NA	NA	-0.101557745669896	-0.00526482767633747	NA	NA
P000283	AT1G04520.1	Si_s1463_00500.m	NA	NA	-0.90035967844512	-0.602031486786702	NA	NA
P000284	AT1G04530.1	Si_s1463_00490.m	NA	NA	-0.930834564854964	-0.237983241242873	NA	NA
P000287	AT1G04555.1	Si_s1463_00460.m	NA	NA	0.058259039876303	0.534717837920253	NA	NA
P000288	AT1G04560.1	Si_s1463_00450.m	NA	NA	9.3004183503788	0.933608317566746	NA	NA
P000290	AT1G04580.1	Si_s1463_00430.m	NA	NA	0.665915371808075	4.04612541434529	NA	NA
P000293	AT1G04610.1	Si_s1463_00400.m	NA	NA	-3.27841863399246	0	NA	NA
P000303	AT1G04730.1	Si_s1463_00270.m	NA	NA	-0.333921995474133	-0.116535683803024	NA	NA
P000305	AT1G04760.1	Si_s1463_00250.m	NA	NA	-0.501251307028433	0.255811417175386	NA	NA
P000306	AT1G04770.1	Si_s1463_00240.m	NA	NA	-0.325951681862595	0.55996617047306	NA	NA
P000308	AT1G04790.1	Si_s1463_00220.m	NA	NA	-0.0376205834512833	0.438126887830586	NA	NA
P000312	AT1G04850.1	Si_s1463_00190.m	NA	NA	0.114219842004615	0.0623054059745092	NA	NA
P000314	AT1G04870.2	Si_s528_00080.m	NA	NA	-0.0920382566616978	-0.159876637992979	NA	NA
P000317	AT1G04900.1	Si_s1463_00150.m	NA	NA	-0.196890543030653	-0.244834855240347	NA	NA
P000321	AT1G04945.3	Si_s1463_00100.m	NA	NA	0.866746071044336	-0.0357101552814976	NA	NA
P000322	AT1G04940.1	Si_s1463_00110.s	NA	NA	-0.407156039470265	-0.109477245745977	NA	NA
P000324	AT1G04960.2	Si_s1463_00080.m	NA	NA	0.0860755329172938	-0.234155740538584	NA	NA
P000325	AT1G04970.1	Si_s1463_00060.m	NA	NA	0.386724685993432	0.242438928253529	NA	NA
P000326	AT1G04980.1	Si_s1463_00050.m	NA	NA	-0.659329350261313	-1.18754583859195	NA	NA
P000328	AT1G04990.1	Si_s1463_00030.m	NA	NA	0.698536986882705	-0.00836290566049734	NA	NA
P000330	AT1G05010.1	Si_s1463_00010.m	NA	NA	-0.567160070106021	0.827835736152211	NA	NA
P000331	AT1G05020.1	Si_s2105_00080.a	NA	NA	-1.07253432715714	0.0230132093353552	NA	NA
P000338	AT1G05120.2	Si_c206707_00020.s	NA	NA	0.186923643137998	0.0344145160019514	NA	NA
P000341	AT1G05160.1	Si_s2746_00050.m	NA	NA	-0.0251005653032206	0.601238090504293	NA	NA
P000342	AT1G05170.2	Si_s2746_00060.m	NA	NA	0.576588381221175	0.0746534556198226	NA	NA
P000344	AT1G05190.1	Si_s2746_00080.m	NA	NA	-0.759929197326474	-0.733376210216991	NA	NA
P000347	AT1G05210.1	Si_s2746_00110.m	NA	NA	-0.413988762524413	-0.0965348512186085	NA	NA
P000350	AT1G05270.1	Si_s2746_00160.m	NA	NA	-0.103341364158154	-0.0870693552506282	NA	NA
P000353	AT1G05300.1	Si_s2746_00190.m	NA	NA	-0.14614326070879	0.252801173621916	NA	NA
P000355	AT1G05320.1	Si_s2746_00220.m	NA	NA	0.14799745279672	0.0914437734965047	NA	NA
P000357	AT1G05340.1	Si_s2746_00240.m	NA	NA	2.1387966241311	0.203002583314648	NA	NA
P000362	AT1G05385.1	Si_s2746_00290.m	NA	NA	-1.06141931503736	-0.41320240583933	NA	NA
P000372	AT1G05510.1	Si_s2746_00400.m	NA	NA	7.91404799833024	0.90674084391312	NA	NA
P000384	AT1G05620.1	Si_s2746_00540.m	NA	NA	0.0809785941656776	-0.349918919923032	NA	NA
P000398	AT1G05805.1	Si_s2746_00720.m	NA	NA	-0.565119094741202	-0.494660068027376	NA	NA
P000399	AT1G05810.2	Si_s1313_00140.a	NA	NA	-1.39589529469933	0.163393525046247	NA	NA
P000405	AT1G05870.10	Si_s2746_00790.a	NA	NA	0.773157608965093	0.306786230213069	NA	NA
P000424	AT1G06110.1	Si_s2746_00980.m	NA	NA	0.517621493216056	0.0538019466729662	NA	NA
P000429	AT1G06190.5	Si_s2746_01060.m	NA	NA	-0.544405500939159	-0.571345500525628	NA	NA
P000431	AT1G06210.1	Si_s2746_01080.a	NA	NA	0.176140683820304	0.324698620881202	NA	NA
P000434	AT1G06240.1	Si_s2746_01110.m	NA	NA	0.0388413248505769	0.0248178180984752	NA	NA
P000439	AT1G06290.1	Si_s2746_01160.m	NA	NA	0.184612609308796	-0.769820603030582	NA	NA
P000445	AT1G06390.1	Si_s2746_01230.a	NA	NA	-0.162201125028532	-0.386472543080604	NA	NA
P000446	AT1G06400.1	Si_s2746_01240.a	NA	NA	0.341201900359848	0.604225775593945	NA	NA
P000453	AT1G06490.1	Si_s2746_01320.s	NA	NA	0.113104420243925	1.16651361092593	NA	NA
P000457	AT1G06530.1	Si_s2746_01360.a	NA	NA	-0.183524900090889	-0.236286830422398	NA	NA
P000459	AT1G06550.1	Si_s2746_01380.m	NA	NA	0.238527565033873	0.658383467022824	NA	NA
P000460	AT1G06560.1	Si_s2746_01390.a	NA	NA	-0.207228086263191	-0.269653342478245	NA	NA
P000461	AT1G06570.1	Si_s2746_01400.m	NA	NA	0.28074266658362	-0.64480362617971	NA	NA
P000468	AT1G06690.1	Si_s2746_01480.m	NA	NA	0.843763621444015	0.423512438940529	NA	NA
P000470	AT1G06710.12	Si_s2746_01500.a	NA	NA	-0.167323531723616	0.00393134072418454	NA	NA
P000479	AT1G06800.1	Si_s2746_01600.m	NA	NA	0.430272695165154	0.528455608897605	NA	NA
P000481	AT1G06830.1	Si_s2746_01620.a	NA	NA	-2.23010306934494	-1.99915755591228	NA	NA
P000485	AT1G06900.1	Si_s2746_01670.m	NA	NA	-0.168174345590478	-0.320669991341213	NA	NA
P000490	AT1G06950.1	Si_s2746_01720.a	NA	NA	-0.466281996021025	-0.493133148696898	NA	NA
P000493	AT1G07000.1	Si_s2746_01770.m	NA	NA	-0.295359555278913	-0.511412027728185	NA	NA
P000496	AT1G07030.1	Si_s2746_01800.m	NA	NA	-0.000234757910866245	-0.539005177953124	NA	NA
P000497	AT1G07040.1	Si_s2746_01810.m	NA	NA	0.812492619625969	-0.338277796494966	NA	NA
P000500	AT1G07070.1	Si_s2746_01840.m	NA	NA	-0.598950339060446	-0.589931323938643	NA	NA
P000501	AT1G07080.1	Si_s2746_01850.m	NA	NA	0.669863690252168	0.636171068158586	NA	NA
P000502	AT1G07090.1	Si_s2746_01860.a	NA	NA	-0.582114091226146	-0.806131458753137	NA	NA
P000507	AT1G07140.1	Si_s2746_01920.m	NA	NA	-0.410846126784999	-0.516837733741669	NA	NA
P000513	AT1G07200.2	Si_s2746_01970.a	NA	NA	-0.0824156309309959	-0.190709017242771	NA	NA
P000514	AT1G07210.1	Si_s2746_01980.m	NA	NA	-0.0129688621652164	-0.305077757755482	NA	NA
P000516	AT1G07230.1	Si_s2746_02000.m	NA	NA	0.41920769566066	0.414402460533344	NA	NA
P000518	AT1G07250.1	Si_s2746_02020.a	NA	NA	0.708112909270241	0.744839077213191	NA	NA
P000522	AT1G07300.3	Si_s2746_02070.a	NA	NA	0.223844323851457	0.485041641687496	NA	NA
P000524	AT1G07320.1	Si_s2746_02090.a	NA	NA	-0.573995003398038	-0.684588950840225	NA	NA
P000529	AT1G07420.1	Si_s2746_02140.m	NA	NA	0.288096662464216	0.0411149243382423	NA	NA
P000530	AT1G07430.1	Si_s2746_02150.m	NA	NA	8.64949545785139	3.5123224847787	NA	NA
P000531	AT1G07440.1	Si_s2746_02160.m	NA	NA	0.780986623278909	1.21078972057793	NA	NA
P000537	AT1G07530.1	Si_s2336_00070.a	NA	NA	0.41122141032788	0.303818477111287	NA	NA
P000541	AT1G07615.1	Si_s2336_00140.m	NA	NA	-0.0183035427371009	-0.728101157180783	NA	NA
P000542	AT1G07620.2	Si_s2336_00150.m	NA	NA	-0.725271407618373	-0.392137419168302	NA	NA
P000546	AT1G07660.1	Si_c215395_00030.a	NA	NA	-0.271931109233842	-0.277801227832883	NA	NA
P000552	AT1G07720.2	Si_s2969_00050.a	NA	NA	1.20080812671305	0.252964441820099	NA	NA
P000555	AT1G07730.2	Si_s2969_00070.a	NA	NA	-2.06639999910261	0.15671215592702	NA	NA
P000557	AT1G07770.1	Si_s566_00020.m	NA	NA	-0.911237121011664	-0.698585691616547	NA	NA
P000558	AT1G07780.10	Si_s1842_00090.a	NA	NA	-0.0570627758693803	0.0588232499356494	NA	NA
P000561	AT1G07830.1	Si_s1845_00160.m	NA	NA	0.0228795205853572	-0.000310639903330917	NA	NA
P000564	AT1G07870.2	Si_s1845_00120.m	NA	NA	0.558981595567626	-0.01126921436671	NA	NA
P000566	AT1G07890.1	Si_s1845_00100.m	NA	NA	-0.623090991317145	-0.897707964434279	NA	NA
P000568	AT1G07920.1	Si_s1992_00350.m	NA	NA	-0.254389070672791	-0.531454980069096	NA	NA
P000569	AT1G07950.2	Si_s1491_01510.s	NA	NA	-0.123805284523296	-0.723670297974416	NA	NA
P000574	AT1G07990.1	Si_s1845_00020.m	NA	NA	0.307268621299885	0.114628047517588	NA	NA
P000576	AT1G08050.1	Si_s2358_00010.m	NA	NA	-0.471790324639174	0.512772077553511	NA	NA
P000580	AT1G08090.1	Si_s1384_00020.m	NA	NA	0.391295245470735	-5.068423410457	NA	NA
P000581	AT1G08110.4	Si_s1384_00030.m	NA	NA	0.473174545989142	0.0766251555373064	NA	NA
P000584	AT1G08130.1	Si_s1384_00050.m	NA	NA	0.0541685880379574	-0.236524110528499	NA	NA
P000590	AT1G08190.1	Si_s1384_00110.m	NA	NA	0.23049896516119	0.496221325665906	NA	NA
P000591	AT1G08200.1	Si_s1384_00120.m	NA	NA	0.047843280355652	0.269326795480414	NA	NA
P000593	AT1G08220.1	Si_s1384_00140.a	NA	NA	-0.0121510136391618	0.515259664016973	NA	NA
P000599	AT1G08315.1	Si_s1384_00230.a	NA	NA	0.291965535614823	-0.333166938603102	NA	NA
P000607	AT1G08410.1	Si_s1384_00310.m	NA	NA	-0.171673012248698	-0.148313177059258	NA	NA
P000610	AT1G08450.1	Si_s1384_00340.m	NA	NA	0.122159466901227	-0.725356670460583	NA	NA
P000618	AT1G08520.1	Si_s1384_00430.m	NA	NA	-0.217661354024331	0.143077982121491	NA	NA
P000620	AT1G08540.1	Si_s1384_00450.m	NA	NA	-0.372560474835058	-0.45287744561687	NA	NA
P000622	AT1G08560.1	Si_s1384_00470.m	NA	NA	-0.35787452325005	-0.436732724895972	NA	NA
P000624	AT1G08580.1	Si_s1384_00490.a	NA	NA	-0.434756138290229	-0.357276110826495	NA	NA
P000627	AT1G08610.1	Si_s1384_00520.a	NA	NA	-0.130672995397742	-0.118951079656927	NA	NA
P000629	AT1G08630.1	Si_s1384_00540.m	NA	NA	0.176234284958585	0.842446207097433	NA	NA
P000630	AT1G08640.1	Si_s1384_00550.m	NA	NA	-0.193246946014731	-0.133852674866957	NA	NA
P000631	AT1G08650.1	Si_s1384_00560.m	NA	NA	-0.359066814749414	-0.805931582321568	NA	NA
P000634	AT1G08680.4	Si_s1384_00620.a	NA	NA	0.0714138557353229	0.0317062733808457	NA	NA
P000637	AT1G08720.1	Si_s1384_00650.m	NA	NA	0.211983717010755	-0.24290092578579	NA	NA
P000640	AT1G08760.1	Si_s1384_00680.m	NA	NA	0.0985144140086438	0.298897326600014	NA	NA
P000644	AT1G08800.1	Si_s1384_00710.m	NA	NA	-0.274073270580918	0.364093864196381	NA	NA
P000646	AT1G08830.1	Si_s1384_00740.m	NA	NA	-1.20284395188743	-0.392095313072745	NA	NA
P000652	AT1G08920.2	Si_s1384_00820.m	NA	NA	0.973690399534766	0.621953340988018	NA	NA
P000653	AT1G08940.1	Si_s1384_00840.m	NA	NA	-0.392590077406746	-0.142651665015457	NA	NA
P000654	AT1G08960.1	Si_s1384_00850.m	NA	NA	-0.0671486802741541	0.142406578730222	NA	NA
P000655	AT1G08970.1	Si_s1384_00860.a	NA	NA	0.317690299107982	0.774469574179579	NA	NA
P000665	AT1G09070.1	Si_s1384_00980.m	NA	NA	0.186585201818707	-0.361476420288796	NA	NA
P000669	AT1G09140.1	Si_s1384_01020.m	NA	NA	0.40093085482232	0.424152018888444	NA	NA
P000674	AT1G09200.1	Si_s1384_01100.a	NA	NA	-0.554439527096516	-0.488887735426015	NA	NA
P000675	AT1G09210.1	Si_s1384_01110.m	NA	NA	-0.343583851228832	-0.626730434388785	NA	NA
P000679	AT1G09250.1	Si_s1384_01150.a	NA	NA	-0.943158562657053	-0.227336131957125	NA	NA
P000682	AT1G09280.1	Si_s1384_01180.m	NA	NA	0.0605505703781713	0.0901827042572414	NA	NA
P000683	AT1G09290.1	Si_s1384_01190.m	NA	NA	-0.262808406497439	-0.0351419597600833	NA	NA
P000684	AT1G09300.1	Si_s1384_01200.m	NA	NA	-0.0321157775892448	-0.283818184233124	NA	NA
P000686	AT1G09320.1	Si_s1384_01220.m	NA	NA	-0.164943028302364	0.238083255231584	NA	NA
P000697	AT1G09460.1	Si_s1384_01340.m	NA	NA	-1.09099638995052	-0.935745239921381	NA	NA
P000699	AT1G09490.1	Si_s1384_01360.m	NA	NA	0.648968094830816	-0.55227219339166	NA	NA
P000701	AT1G09530.1	Si_s1384_01390.a	NA	NA	1.15744223712021	0.654529818303651	NA	NA
P000703	AT1G09560.1	Si_c208833_00010.a	NA	NA	-0.282518279530673	0	NA	NA
P000707	AT1G09590.1	Si_s2039_00010.m	NA	NA	-0.596330846804807	-0.839586030056871	NA	NA
P000708	AT1G09600.1	Si_s1384_01470.m	NA	NA	-0.336704332944428	-0.210777882377588	NA	NA
P000710	AT1G09620.1	Si_s1384_01490.a	NA	NA	-0.194877116277318	-0.187729294088875	NA	NA
P000712	AT1G09640.1	Si_s1384_01520.m	NA	NA	-0.26652350165828	-0.2056721158798	NA	NA
P000716	AT1G09680.1	Si_s1384_01580.a	NA	NA	0.00281034966467885	-0.129561921960122	NA	NA
P000718	AT1G09710.2	Si_s1384_01610.a	NA	NA	0.143874854950166	0.363830492033621	NA	NA
P000721	AT1G09740.1	Si_s1384_01640.m	NA	NA	0.700430633441717	1.01773572148802	NA	NA
P000722	AT1G09750.1	Si_s1384_01650.a	NA	NA	-0.549234681152769	-0.756908178107363	NA	NA
P000723	AT1G09760.1	Si_s1384_01660.m	NA	NA	-0.198778886288303	-0.235899640573602	NA	NA
P000725	AT1G09780.1	Si_s1384_01680.m	NA	NA	-0.358147443446768	-1.0256039475666	NA	NA
P000729	AT1G09800.1	Si_s1384_01720.m	NA	NA	-0.146701058094868	0.233388121982218	NA	NA
P000734	AT1G09830.1	Si_s1384_01770.m	NA	NA	-0.195808863639197	-0.349276579097089	NA	NA
P000739	AT1G09890.3	Si_s1384_01830.m	NA	NA	1.52124323760867	0.620052500231388	NA	NA
P000740	AT1G09900.1	Si_s1384_01840.a	NA	NA	-0.244395230903677	-0.28519528338742	NA	NA
P000741	AT1G09910.1	Si_s1384_01850.m	NA	NA	0.402539515224479	0.663582291327302	NA	NA
P000742	AT1G09920.1	Si_s1384_01860.m	NA	NA	-0.0589143156163944	0.214117327675272	NA	NA
P000748	AT1G09960.1	Si_s1384_01930.m	NA	NA	0.427005410021924	0.899138661317034	NA	NA
P000755	AT1G10050.3	Si_s1384_02020.m	NA	NA	0.154996201191741	-0.0971317977297395	NA	NA
P000762	AT1G10140.1	Si_s1384_02080.a	NA	NA	0.722261283658144	-0.987247917780567	NA	NA
P000772	AT1G10270.1	Si_s1384_02180.a	NA	NA	-0.200329426894696	-0.0574457561688805	NA	NA
P000773	AT1G10280.1	Si_s1384_02190.m	NA	NA	0.108399666872974	-0.114388440723652	NA	NA
P000778	AT1G10350.1	Si_s1384_02250.m	NA	NA	0.368541987535515	0.18958517846399	NA	NA
P000779	AT1G10360.1	Si_s1384_02260.m	NA	NA	-0.176459678752838	0.462763916925653	NA	NA
P000780	AT1G10370.1	Si_s1384_02270.m	NA	NA	1.43395998324155	-1.06631011571579	NA	NA
P000785	AT1G10410.1	Si_s1384_02330.m	NA	NA	0.103593406327256	-0.235677604997095	NA	NA
P000791	AT1G10490.1	Si_s1384_02420.m	NA	NA	-0.222518209052258	-0.246896601042856	NA	NA
P000792	AT1G10500.1	Si_s1384_02430.m	NA	NA	0.538323544876816	0.430859797535345	NA	NA
P000793	AT1G10510.1	Si_s1384_02440.m	NA	NA	-0.277501036688635	-0.224036207739943	NA	NA
P000798	AT1G10550.1	Si_s1384_02490.m	NA	NA	-3.06421505088336	-0.941624396518992	NA	NA
P000800	AT1G10580.1	Si_s1384_02520.a	NA	NA	-0.011001652462641	0.0743077255292252	NA	NA
P000803	AT1G10600.1	Si_s1384_02560.m	NA	NA	0.416670341089551	0.601968008931211	NA	NA
P000806	AT1G10640.1	Si_s1384_02610.m	NA	NA	0.978264868761513	0.284955721754722	NA	NA
P000810	AT1G10670.3	Si_s1384_02650.m	NA	NA	-0.0243748022430491	0.241748812592122	NA	NA
P000812	AT1G10700.1	Si_s1384_02680.a	NA	NA	0.069964466971435	-0.0379496011905631	NA	NA
P000814	AT1G10720.1	Si_s1384_02700.s	NA	NA	0.110797482613811	0.147738870458181	NA	NA
P000816	AT1G10740.1	Si_s1384_02720.m	NA	NA	0.00753540916025343	-0.57015674087971	NA	NA
P000821	AT1G10780.2	Si_s1384_02760.a	NA	NA	-0.203526306662479	-0.418185984346151	NA	NA
P000826	AT1G10840.1	Si_s1384_02820.a	NA	NA	-0.349887377226089	-0.403786306593031	NA	NA
P000834	AT1G10910.1	Si_s1384_02910.m	NA	NA	-0.406243446892733	-0.619969188953136	NA	NA
P000835	AT1G10930.1	Si_s1384_02920.m	NA	NA	-0.211822196152388	-0.114814220938097	NA	NA
P000837	AT1G10950.1	Si_s1384_02950.m	NA	NA	0.109102245423327	-0.206514455719833	NA	NA
P000839	AT1G10970.1	Si_s1384_02980.m	NA	NA	1.12158779431526	-0.0213655161778588	NA	NA
P000841	AT1G11020.1	Si_s1384_03000.m	NA	NA	0.069673623218645	0.397792802499488	NA	NA
P000846	AT1G11090.1	Si_s1384_03060.a	NA	NA	0.236518261166298	-0.359550877725575	NA	NA
P000851	AT1G11170.1	Si_s1384_03110.m	NA	NA	0.976009051035408	0.978788882451795	NA	NA
P000853	AT1G11200.1	Si_s1384_03150.m	NA	NA	0.111267800293355	-1.0174197961362	NA	NA
P000854	AT1G11210.1	Si_s1384_03160.m	NA	NA	2.67268756876413	-0.259608373757571	NA	NA
P000855	AT1G11220.2	Si_s1384_03170.m	NA	NA	-0.139337557669668	-0.368993762476014	NA	NA
P000858	AT1G11260.1	Si_s1384_03220.m	NA	NA	-0.468496378300494	-1.20407795859312	NA	NA
